,isPinned,isEdited,threadUrn,createdAt,createdAtString,permalink,text,author
10,False,False,,1712239369041,2024-04-04 14:02:49,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181652434522451969%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181652434522451969%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Some statements made in previous emails from Amazon’s “purported” Legal Counsel that I should/must bring to your attention are:

In the first email that I received from the Legal Counsel for Amazon, it was stated that “We will review the matter and respond in due course, but please understand that these investigations TYPICALLY take two to three months to complete.”

However, in two subsequent emails from that SAME “purported” Legal Counsel for Amazon, it was stated that ""....these investigations TYPICALLY take several months.""","{'firstName': 'Camisha', 'LastName': 'Rutherford', 'urn': 'ACoAACa0HqYBOGE9i4rOlYLCEGLNbIWKbfOM9A8', 'id': '649338534', 'username': 'camisha-rutherford-746566161', 'linkedinUrl': 'https://www.linkedin.com/in/camisha-rutherford-746566161', 'title': ""Self Employed at Camisha's Internet Endeavors aka Camisha Grena Rutherford""}"
11,False,False,,1712245638176,2024-04-04 15:47:18,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181678729180446722%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181678729180446722%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Yes 🎉! The ,"{'firstName': 'Deborah', 'LastName': 'Arellano', 'urn': 'ACoAAANY1Q8B97ZUNCiEOvKJTgcMkVuSHOSg5cM', 'id': '56153359', 'username': 'debsarellano', 'linkedinUrl': 'https://www.linkedin.com/in/debsarellano', 'title': 'Chief Operating Officer @ SectorFlow AI'}"
12,False,False,,1712749385135,2024-04-10 11:43:05,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7183791597069721600%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287183791597069721600%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"**BTW, A PROUD ACTUAL VERIFIABLE VIRGIN/A PROUD VERIFIABLE ACTUAL VIRGIN as explained in my social media profiles/as defined/personalized by me, entails/includes/means: Every orifice/opening on my body is TIGHT AND VIRGIN; my Purity and Virginity are as verified/as verifiable as possible: I continue to have a completely intact VIRGINAL HYMEN, I am NEGATIVE of any communicable/transmittable diseases and I am NEGATIVE of any stds/stis; such qualities I have verified through the years through testing, documented results, recordings, In Real Life/IN ACTUALITY, etc. and I am able/willing to VERIFY this in ACTUALITY when reasonably expected/in reasonable situations at ANY OPPORTUNE TIME and by irrefutable/verifiable methods where applicable..

EVERY statement that I PERSONALLY declare about myself in/on my social media profiles/on the Internet are verifiably true or I wouldn't have made such statements and that has ALWAYS been the case. I am IN REAL LIFE/IN ACTUALITY the same/the person/woman who I assert to be via the Internet and that is ONLY if it is really me, as I AM THE ONLY RIGHTFUL OWNER OF MY IDENTITY, MY NAME/MY NAMESAKE AND MY LIFE.

I CONTINUE TO BE A PROUD ACTUAL VERIFIABLE VIRGIN/A PROUD VERIFIABLE ACTUAL VIRGIN at 40 years old as a matter of fact. You can read my Instagram creative picture posts, as they include/cover the most important facts/details about me which can be found on my Facebook too (which is A LOT lengthier/much more verbose), my Linkedin, etc..","{'firstName': 'Camisha', 'LastName': 'Rutherford', 'urn': 'ACoAACa0HqYBOGE9i4rOlYLCEGLNbIWKbfOM9A8', 'id': '649338534', 'username': 'camisha-rutherford-746566161', 'linkedinUrl': 'https://www.linkedin.com/in/camisha-rutherford-746566161', 'title': ""Self Employed at Camisha's Internet Endeavors aka Camisha Grena Rutherford""}"
13,False,False,,1712155030099,2024-04-03 14:37:10,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181298691364790272%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181298691364790272%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"How can Amazon get community approval to build massive data centers with the same enthusiasm from community members as if they were building a mini Disney World quality theme park… that is free for locals? By building the structure in advance and using it as a mini theme park for 18 months! All of the ride infrastructure can be” jerryrigged” with existing Amazon fulfillment center robots and Amazon technology! Examples: Attach a seat to  Proteus robot and it can take its passengers through a ride equally as thrilling as Disney worlds famous “Star Wars rise of the resistance” ride. Zoox autonomous cars can take riders in a theme ride similar to Disney worlds “test track” ride at its Epcot location. Let’s put costumes on sparrow robots  and program them to act as dinosaurs! After 18 months - the theme park is relocated to the next town who is not only begging for it - but offering incentives! 
Think Big! Inventing and simplify! Giddy up!","{'firstName': 'Truffle dog', 'LastName': 'C', 'urn': 'ACoAADsNwekBSRfoqaKDCNfJQmhOoUFHIxR-w1k', 'id': '990757353', 'username': 'truffle-dog-c-b49976237', 'linkedinUrl': 'https://www.linkedin.com/in/truffle-dog-c-b49976237', 'title': 'Hail Mary Narratives / Fan / Supporter'}"
14,False,False,,1713085602948,2024-04-14 09:06:42,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7185201796783468544%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287185201796783468544%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Need to ask Andy here is it a standard practice to use L3 and L4 associates from India to work on stretch assignments for more than 12 months (in HR business group) an when the time of promotion come up, LT sends them back to their previous roles as L4 and L5 associates from disbanded team will take over.

Follow-up question, what kind of equal opportunity does Amazon provides globally when, Indian associates are hired as contractual employees for working as L3s in MHLS group, whereas globally you hire workers on same level in same business group as full-time employees.
","{'firstName': 'fortune', 'LastName': 'wil change', 'urn': 'ACoAAE2SiWQBsOK-Y8_uNXIYW1YphNTVxqq_4gI', 'id': '1301449060', 'username': 'fortune-wil-change-484a29303', 'linkedinUrl': 'https://www.linkedin.com/in/fortune-wil-change-484a29303', 'title': 'sdsdsdsd at Shell'}"
15,False,False,,1712257645455,2024-04-04 19:07:25,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181729091358769153%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181729091358769153%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Subject: Proposal: Redesigned Logo & Collaboration Opportunity

Dear Mr. Andy Jassy,

I hope this finds you well. I'm Pardis Orang, offering a proposition that could greatly benefit Amazon.

I've dedicated months to redesigning Amazon's logo, drawing from its innovation and global reach. My refreshed design aligns with modern trends, resonating with Amazon's values while enhancing its visual identity.

I believe this logo can elevate Amazon's brand further and invite exploring its acquisition.

I'm eager to collaborate on future logo designs or brand development projects.

Thank you for considering my proposal. Looking forward to discussing this further.

Warm regards,
Pardis Orang","{'firstName': 'Pardis', 'LastName': 'Orang', 'urn': 'ACoAABfS1oUBfYRwuRw7Zt63QgoEe4u3ONmbM_0', 'id': '399693445', 'username': 'pardis-orang-0b1a34b1', 'linkedinUrl': 'https://www.linkedin.com/in/pardis-orang-0b1a34b1', 'title': 'Licensed to work in Canada Environmental engineer & HSE Officer Over ten years of experience in screenwriting Making audio book and professional video editor and Logo designer & Tattoo designer'}"
16,False,False,,1712156095753,2024-04-03 14:54:55,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181303161037467648%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181303161037467648%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Interestingly, ","{'firstName': 'Ginniee ', 'LastName': 'Sahi', 'urn': 'ACoAAAC4BIQBguZJA3_JcvLHAoLrOfNkfhBOZCg', 'id': '12059780', 'username': 'ginniee-sahi-0580574', 'linkedinUrl': 'https://www.linkedin.com/in/ginniee-sahi-0580574', 'title': 'Leader @AWS Global Sales I GenAI Thought Leader @UC Berkeley I AI Advisor @FXN I Ducatisti'}"
17,False,False,,1712795518222,2024-04-11 00:31:58,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7183985093256859648%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287183985093256859648%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"If AI/robotics is profitable and creates a safer environment for employees, it will be in place soon.","{'firstName': 'Iurii', 'LastName': 'Aniper', 'urn': 'ACoAAAI5n5oBO0D05iv44xWuaKDErPaPL09cxoI', 'id': '37330842', 'username': 'iuriianiper', 'linkedinUrl': 'https://www.linkedin.com/in/iuriianiper', 'title': 'Assistant Manager, L4 at Amazon. Data Analyst, Business Analytics, PowerBI, SQL, R, Google Certification'}"
18,False,False,,1712244715744,2024-04-04 15:31:55,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181674860220219393%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181674860220219393%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Your strides towards providing in-depth and wider AI choices for Amazon Bedrock customers are commendable, Andy. The versatility of Mistral Large across languages and its adaptability through Amazon Bedrock certainly raise exciting possibilities. The incorporation of AWS's Trainium and AWS Inferentia chips displays a promising future for models. Looking forward to seeing the unique and transformative experiences that Mistral AI will engender.  ","{'firstName': 'Maheendhar', 'LastName': 'S', 'urn': 'ACoAADDTMCYBAk9QEeHPGDIDE51GnxG1KZfS1U0', 'id': '819146790', 'username': 'maheendhar-s-3463b71aa', 'linkedinUrl': 'https://www.linkedin.com/in/maheendhar-s-3463b71aa', 'title': 'Prompt Engineer | Business Intelligence | Power BI | Natural Language Processor | Technical Writing | Research Techniques'}"
19,False,False,,1716441451592,2024-05-23 05:17:31,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7199277246174433280%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287199277246174433280%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,The capabilities of Trainium are truly impressive! This is a game-changer for AI development and training efficiency. Kudos to the team for pushing the boundaries of technology........,"{'firstName': 'Puttamma', 'LastName': 'R', 'urn': 'ACoAAEXao58BPzv1wcNJ1UfhJogTd0EaVKL67ck', 'id': '1171956639', 'username': 'puttamma-r-79359b288', 'linkedinUrl': 'https://www.linkedin.com/in/puttamma-r-79359b288', 'title': 'Software Engineering at Bring SEO'}"
20,False,False,,1712163419786,2024-04-03 16:56:59,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181333880258334720%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181333880258334720%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,Interesting! I like the idea behind linking the hardware and software technologies to achieve ultimate and real-time services in order to meet customer's expectations...,"{'firstName': 'Mohamed', 'LastName': 'Boufouss', 'urn': 'ACoAABbxTKcBighqEzAUYeGlWGWY7r0rtENjAh8', 'id': '384912551', 'username': 'mohamedboufouss', 'linkedinUrl': 'https://www.linkedin.com/in/mohamedboufouss', 'title': 'Web developer / Technical support specialist'}"
21,False,False,,1712986022379,2024-04-13 05:27:02,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7184784125604597762%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287184784125604597762%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,"Terrible Experience with AMazon Purchase 406-7701898-8913166 ORDER PLACED 8 April 2024 ORDER NUMBER 406-7701898-8913166
Terrible Experience with AMazon Purchase 406-7701898-8913166 ORDER PLACED 8 April 2024 ORDER NUMBER 406-7701898-8913166
Namaste 


Mr. Agrawal this is a terrible experience with this order, I am a regular Prime Member of the Republic of India.



I placed an order on April 8...customer care kept on giving me false promises of delivery for 4 days, and the delivery partner never attended my call. There was music (Bihari Song) on the caller tune, and then the phone would disconnect. now the customer says the order got damaged



today the order got cancelled -



well 4 days, a working person like me suffered 4 days without data. Amazon Transportation failed to serve me and maybe many other customers like me



is your services degrading in fast-paced, competitive world?
","{'firstName': 'Sonali', 'LastName': 'Raizada', 'urn': 'ACoAAABZYiMBiQGgRZ5f2AKMk-63W5UyMLizpNc', 'id': '5857827', 'username': 'sonaliraizada', 'linkedinUrl': 'https://www.linkedin.com/in/sonaliraizada', 'title': 'Sr.Vice President | MBA,Business Operations & HR'}"
22,False,False,,1712192982814,2024-04-04 01:09:42,https://www.linkedin.com/feed/update/urn:li:activity:7181285160586211328?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7181285160586211328%2C7181457876585000960%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287181457876585000960%2Curn%3Ali%3Aactivity%3A7181285160586211328%29,I think there’s a typo. I think it should be “available” not “avail”.,"{'firstName': 'Jude', 'LastName': 'Capachietti', 'urn': 'ACoAABjr6CQB0ZSKZkGywMsgYTRF8AfGIzDWIk0', 'id': '418113572', 'username': 'jude-capachietti', 'linkedinUrl': 'https://www.linkedin.com/in/jude-capachietti', 'title': 'Data Professional | Always Improving'}"
